number,operon,start,end,gene,strand,direction
898,GCF_000834295.1_ASM83429v1_genomic_operon_1,888,2318,X-unknown,forward,1
899,GCF_000834295.1_ASM83429v1_genomic_operon_1,3116,4507,X-unknown,reverse,-1
900,GCF_000834295.1_ASM83429v1_genomic_operon_1,4497,4712,X-unknown,reverse,-1
901,GCF_000834295.1_ASM83429v1_genomic_operon_1,4967,6058,X-unknown,reverse,-1
902,GCF_000834295.1_ASM83429v1_genomic_operon_1,6344,7900,X-unknown,forward,1
903,GCF_000834295.1_ASM83429v1_genomic_operon_1,7897,8892,X-unknown,forward,1
904,GCF_000834295.1_ASM83429v1_genomic_operon_1,9048,9584,X-unknown,forward,1
905,GCF_000834295.1_ASM83429v1_genomic_operon_1,10001,10657,ssp6,forward,1
906,GCF_000834295.1_ASM83429v1_genomic_operon_1,10964,11791,X-unknown,reverse,-1
907,GCF_000834295.1_ASM83429v1_genomic_operon_1,12497,13396,X-unknown,forward,1
908,GCF_000834295.1_ASM83429v1_genomic_operon_1,13400,14731,X-unknown,forward,1
909,GCF_000834295.1_ASM83429v1_genomic_operon_1,14734,15882,X-unknown,forward,1
910,GCF_000834295.1_ASM83429v1_genomic_operon_1,15879,16946,X-unknown,forward,1
911,GCF_000834295.1_ASM83429v1_genomic_operon_1,16946,17536,X-unknown,forward,1
912,GCF_000834295.1_ASM83429v1_genomic_operon_1,17542,18279,X-unknown,forward,1
913,GCF_000834295.1_ASM83429v1_genomic_operon_1,18261,19037,X-unknown,forward,1
914,GCF_000834295.1_ASM83429v1_genomic_operon_1,19031,19645,X-unknown,forward,1
915,GCF_000834295.1_ASM83429v1_genomic_operon_1,19776,20234,X-unknown,reverse,-1
916,GCF_000834355.1_ASM83435v1_genomic_operon_1,19238,18624,X-unknown,reverse,-1
917,GCF_000834355.1_ASM83435v1_genomic_operon_1,18630,17854,X-unknown,reverse,-1
918,GCF_000834355.1_ASM83435v1_genomic_operon_1,17872,17135,X-unknown,reverse,-1
919,GCF_000834355.1_ASM83435v1_genomic_operon_1,17129,16539,X-unknown,reverse,-1
920,GCF_000834355.1_ASM83435v1_genomic_operon_1,16539,15472,X-unknown,reverse,-1
921,GCF_000834355.1_ASM83435v1_genomic_operon_1,15475,14327,X-unknown,reverse,-1
922,GCF_000834355.1_ASM83435v1_genomic_operon_1,14324,12993,X-unknown,reverse,-1
923,GCF_000834355.1_ASM83435v1_genomic_operon_1,12989,12090,X-unknown,reverse,-1
924,GCF_000834355.1_ASM83435v1_genomic_operon_1,11384,10557,X-unknown,forward,1
925,GCF_000834355.1_ASM83435v1_genomic_operon_1,10250,9594,ssp6,reverse,-1
926,GCF_000834355.1_ASM83435v1_genomic_operon_1,9177,8641,X-unknown,reverse,-1
927,GCF_000834355.1_ASM83435v1_genomic_operon_1,8485,7490,X-unknown,reverse,-1
928,GCF_000834355.1_ASM83435v1_genomic_operon_1,7493,5937,X-unknown,reverse,-1
929,GCF_000834355.1_ASM83435v1_genomic_operon_1,5651,4560,X-unknown,forward,1
930,GCF_000834355.1_ASM83435v1_genomic_operon_1,4305,4090,X-unknown,forward,1
931,GCF_000834355.1_ASM83435v1_genomic_operon_1,4100,2709,X-unknown,forward,1
932,GCF_000834355.1_ASM83435v1_genomic_operon_1,1430,0,X-unknown,reverse,-1
933,GCF_000834395.1_ASM83439v1_genomic_operon_1,15780,15511,X-unknown,forward,1
934,GCF_000834395.1_ASM83439v1_genomic_operon_1,15517,15191,X-unknown,forward,1
935,GCF_000834395.1_ASM83439v1_genomic_operon_1,15157,14831,X-unknown,reverse,-1
936,GCF_000834395.1_ASM83439v1_genomic_operon_1,14724,14440,X-unknown,reverse,-1
937,GCF_000834395.1_ASM83439v1_genomic_operon_1,14438,13860,X-unknown,reverse,-1
938,GCF_000834395.1_ASM83439v1_genomic_operon_1,13758,13666,X-unknown,reverse,-1
939,GCF_000834395.1_ASM83439v1_genomic_operon_1,13597,13208,X-unknown,reverse,-1
940,GCF_000834395.1_ASM83439v1_genomic_operon_1,13205,12801,X-unknown,reverse,-1
941,GCF_000834395.1_ASM83439v1_genomic_operon_1,12794,12102,X-unknown,reverse,-1
942,GCF_000834395.1_ASM83439v1_genomic_operon_1,12117,11608,X-unknown,reverse,-1
943,GCF_000834395.1_ASM83439v1_genomic_operon_1,11450,11238,X-unknown,reverse,-1
944,GCF_000834395.1_ASM83439v1_genomic_operon_1,11217,10744,X-unknown,reverse,-1
945,GCF_000834395.1_ASM83439v1_genomic_operon_1,10467,9988,TssD,forward,1
946,GCF_000834395.1_ASM83439v1_genomic_operon_1,9926,9120,X-unknown,reverse,-1
947,GCF_000834395.1_ASM83439v1_genomic_operon_1,9119,8802,X-unknown,reverse,-1
948,GCF_000834395.1_ASM83439v1_genomic_operon_1,8601,7906,X-unknown,reverse,-1
949,GCF_000834395.1_ASM83439v1_genomic_operon_1,7781,6987,X-unknown,forward,1
950,GCF_000834395.1_ASM83439v1_genomic_operon_1,6768,6565,X-unknown,reverse,-1
951,GCF_000834395.1_ASM83439v1_genomic_operon_1,6565,5921,ssp6,reverse,-1
952,GCF_000834395.1_ASM83439v1_genomic_operon_1,5563,4709,X-unknown,forward,1
953,GCF_000834395.1_ASM83439v1_genomic_operon_1,4305,4045,X-unknown,reverse,-1
954,GCF_000834395.1_ASM83439v1_genomic_operon_1,3257,2787,X-unknown,forward,1
955,GCF_000834395.1_ASM83439v1_genomic_operon_1,2787,2458,X-unknown,forward,1
956,GCF_000834395.1_ASM83439v1_genomic_operon_1,2421,1954,X-unknown,reverse,-1
957,GCF_000834395.1_ASM83439v1_genomic_operon_1,1943,888,X-unknown,reverse,-1
958,GCF_000834395.1_ASM83439v1_genomic_operon_1,849,658,X-unknown,reverse,-1
959,GCF_000834395.1_ASM83439v1_genomic_operon_1,644,0,X-unknown,reverse,-1
960,GCF_000834395.1_ASM83439v1_genomic_operon_2,574,4155,X-unknown,forward,1
961,GCF_000834395.1_ASM83439v1_genomic_operon_2,4533,4676,X-unknown,forward,1
962,GCF_000834395.1_ASM83439v1_genomic_operon_2,4754,5137,X-unknown,reverse,-1
963,GCF_000834395.1_ASM83439v1_genomic_operon_2,5153,6583,X-unknown,reverse,-1
964,GCF_000834395.1_ASM83439v1_genomic_operon_2,6812,7123,X-unknown,forward,1
965,GCF_000834395.1_ASM83439v1_genomic_operon_2,7555,9525,X-unknown,forward,1
966,GCF_000834395.1_ASM83439v1_genomic_operon_2,9999,10640,ssp6,forward,1
967,GCF_000834395.1_ASM83439v1_genomic_operon_2,10621,10839,X-unknown,forward,1
968,GCF_000834395.1_ASM83439v1_genomic_operon_2,10921,11391,X-unknown,reverse,-1
969,GCF_000834395.1_ASM83439v1_genomic_operon_2,11393,12034,X-unknown,reverse,-1
970,GCF_000834395.1_ASM83439v1_genomic_operon_2,12106,12411,X-unknown,reverse,-1
971,GCF_000834395.1_ASM83439v1_genomic_operon_2,12773,13093,X-unknown,forward,1
972,GCF_000834395.1_ASM83439v1_genomic_operon_2,13810,14148,X-unknown,forward,1
973,GCF_000834395.1_ASM83439v1_genomic_operon_2,14133,14780,X-unknown,forward,1
974,GCF_000834395.1_ASM83439v1_genomic_operon_2,14854,15486,X-unknown,forward,1
975,GCF_000834395.1_ASM83439v1_genomic_operon_2,15660,16055,X-unknown,forward,1
976,GCF_000834395.1_ASM83439v1_genomic_operon_2,16308,16433,X-unknown,forward,1
977,GCF_000834395.1_ASM83439v1_genomic_operon_2,16700,16894,X-unknown,forward,1
978,GCF_000834395.1_ASM83439v1_genomic_operon_2,17262,18329,X-unknown,forward,1
979,GCF_000834395.1_ASM83439v1_genomic_operon_2,18219,19421,X-unknown,reverse,-1
980,GCF_000834395.1_ASM83439v1_genomic_operon_3,182,1420,X-unknown,forward,1
981,GCF_000834395.1_ASM83439v1_genomic_operon_3,1493,2311,X-unknown,reverse,-1
982,GCF_000834395.1_ASM83439v1_genomic_operon_3,2490,2849,X-unknown,reverse,-1
983,GCF_000834395.1_ASM83439v1_genomic_operon_3,2957,3607,X-unknown,forward,1
984,GCF_000834395.1_ASM83439v1_genomic_operon_3,3863,4876,X-unknown,reverse,-1
985,GCF_000834395.1_ASM83439v1_genomic_operon_3,5239,5454,X-unknown,forward,1
986,GCF_000834395.1_ASM83439v1_genomic_operon_3,5591,7339,X-unknown,forward,1
987,GCF_000834395.1_ASM83439v1_genomic_operon_3,7497,9332,X-unknown,forward,1
988,GCF_000834395.1_ASM83439v1_genomic_operon_3,9819,10001,X-unknown,reverse,-1
989,GCF_000834395.1_ASM83439v1_genomic_operon_3,10001,10693,ssp6,reverse,-1
990,GCF_000834395.1_ASM83439v1_genomic_operon_3,11296,11874,X-unknown,reverse,-1
991,GCF_000834395.1_ASM83439v1_genomic_operon_3,12173,12748,X-unknown,forward,1
992,GCF_000834395.1_ASM83439v1_genomic_operon_3,13097,15118,X-unknown,forward,1
993,GCF_000834395.1_ASM83439v1_genomic_operon_3,15280,16467,X-unknown,reverse,-1
994,GCF_000834395.1_ASM83439v1_genomic_operon_3,16924,20670,X-unknown,forward,1
995,GCF_000834435.1_ASM83443v1_genomic_operon_1,16536,15922,X-unknown,reverse,-1
996,GCF_000834435.1_ASM83443v1_genomic_operon_1,15928,15152,X-unknown,reverse,-1
997,GCF_000834435.1_ASM83443v1_genomic_operon_1,15170,14433,X-unknown,reverse,-1
998,GCF_000834435.1_ASM83443v1_genomic_operon_1,14427,13837,X-unknown,reverse,-1
999,GCF_000834435.1_ASM83443v1_genomic_operon_1,13837,12770,X-unknown,reverse,-1
1000,GCF_000834435.1_ASM83443v1_genomic_operon_1,12773,11625,X-unknown,reverse,-1
1001,GCF_000834435.1_ASM83443v1_genomic_operon_1,11622,10291,X-unknown,reverse,-1
1002,GCF_000834435.1_ASM83443v1_genomic_operon_1,10287,9388,X-unknown,reverse,-1
1003,GCF_000834435.1_ASM83443v1_genomic_operon_1,8674,7847,X-unknown,forward,1
1004,GCF_000834435.1_ASM83443v1_genomic_operon_1,7540,6884,ssp6,reverse,-1
1005,GCF_000834435.1_ASM83443v1_genomic_operon_1,6467,5931,X-unknown,reverse,-1
1006,GCF_000834435.1_ASM83443v1_genomic_operon_1,5775,4780,X-unknown,reverse,-1
1007,GCF_000834435.1_ASM83443v1_genomic_operon_1,4783,3227,X-unknown,reverse,-1
1008,GCF_000834435.1_ASM83443v1_genomic_operon_1,2941,1850,X-unknown,forward,1
1009,GCF_000834435.1_ASM83443v1_genomic_operon_1,1596,1381,X-unknown,forward,1
1010,GCF_000834435.1_ASM83443v1_genomic_operon_1,1391,0,X-unknown,forward,1
1011,GCF_000834455.1_ASM83445v1_genomic_operon_1,1064,1618,X-unknown,forward,1
1012,GCF_000834455.1_ASM83445v1_genomic_operon_1,1615,2133,X-unknown,forward,1
1013,GCF_000834455.1_ASM83445v1_genomic_operon_1,2389,3210,X-unknown,forward,1
1014,GCF_000834455.1_ASM83445v1_genomic_operon_1,3565,3996,X-unknown,forward,1
1015,GCF_000834455.1_ASM83445v1_genomic_operon_1,4088,4459,X-unknown,forward,1
1016,GCF_000834455.1_ASM83445v1_genomic_operon_1,4456,4788,X-unknown,forward,1
1017,GCF_000834455.1_ASM83445v1_genomic_operon_1,4874,5728,X-unknown,forward,1
1018,GCF_000834455.1_ASM83445v1_genomic_operon_1,5891,6799,X-unknown,reverse,-1
1019,GCF_000834455.1_ASM83445v1_genomic_operon_1,6830,7294,X-unknown,forward,1
1020,GCF_000834455.1_ASM83445v1_genomic_operon_1,7647,8309,X-unknown,forward,1
1021,GCF_000834455.1_ASM83445v1_genomic_operon_1,8573,8770,X-unknown,forward,1
1022,GCF_000834455.1_ASM83445v1_genomic_operon_1,8801,9061,X-unknown,forward,1
1023,GCF_000834455.1_ASM83445v1_genomic_operon_1,9300,9719,X-unknown,forward,1
1024,GCF_000834455.1_ASM83445v1_genomic_operon_1,9802,10020,X-unknown,reverse,-1
1025,GCF_000834455.1_ASM83445v1_genomic_operon_1,10001,10642,ssp6,reverse,-1
1026,GCF_000834455.1_ASM83445v1_genomic_operon_1,11009,11605,X-unknown,reverse,-1
1027,GCF_000834455.1_ASM83445v1_genomic_operon_1,12093,12242,X-unknown,reverse,-1
1028,GCF_000834455.1_ASM83445v1_genomic_operon_1,12270,12386,X-unknown,reverse,-1
1029,GCF_000834455.1_ASM83445v1_genomic_operon_1,12495,13001,X-unknown,reverse,-1
1030,GCF_000834455.1_ASM83445v1_genomic_operon_1,13195,13446,X-unknown,reverse,-1
1031,GCF_000834455.1_ASM83445v1_genomic_operon_1,14172,14423,X-unknown,reverse,-1
1032,GCF_000834455.1_ASM83445v1_genomic_operon_1,14621,14740,X-unknown,forward,1
1033,GCF_000834455.1_ASM83445v1_genomic_operon_1,14918,15091,X-unknown,forward,1
1034,GCF_000834455.1_ASM83445v1_genomic_operon_1,15093,15551,X-unknown,forward,1
1035,GCF_000834455.1_ASM83445v1_genomic_operon_1,15797,17338,X-unknown,forward,1
1036,GCF_000834455.1_ASM83445v1_genomic_operon_1,17852,18157,X-unknown,forward,1
1037,GCF_000834455.1_ASM83445v1_genomic_operon_1,18821,19090,X-unknown,reverse,-1
1038,GCF_000834455.1_ASM83445v1_genomic_operon_1,19233,19769,X-unknown,reverse,-1
1039,GCF_000834455.1_ASM83445v1_genomic_operon_1,19853,20347,X-unknown,reverse,-1
1040,GCF_000834475.1_ASM83447v1_genomic_operon_1,19241,18627,X-unknown,reverse,-1
1041,GCF_000834475.1_ASM83447v1_genomic_operon_1,18633,17857,X-unknown,reverse,-1
1042,GCF_000834475.1_ASM83447v1_genomic_operon_1,17875,17138,X-unknown,reverse,-1
1043,GCF_000834475.1_ASM83447v1_genomic_operon_1,17132,16542,X-unknown,reverse,-1
1044,GCF_000834475.1_ASM83447v1_genomic_operon_1,16542,15475,X-unknown,reverse,-1
1045,GCF_000834475.1_ASM83447v1_genomic_operon_1,15478,14330,X-unknown,reverse,-1
1046,GCF_000834475.1_ASM83447v1_genomic_operon_1,14327,12996,X-unknown,reverse,-1
1047,GCF_000834475.1_ASM83447v1_genomic_operon_1,12992,12093,X-unknown,reverse,-1
1048,GCF_000834475.1_ASM83447v1_genomic_operon_1,11387,10560,X-unknown,forward,1
1049,GCF_000834475.1_ASM83447v1_genomic_operon_1,10253,9597,ssp6,reverse,-1
1050,GCF_000834475.1_ASM83447v1_genomic_operon_1,9180,8644,X-unknown,reverse,-1
1051,GCF_000834475.1_ASM83447v1_genomic_operon_1,8488,7493,X-unknown,reverse,-1
1052,GCF_000834475.1_ASM83447v1_genomic_operon_1,7496,5940,X-unknown,reverse,-1
1053,GCF_000834475.1_ASM83447v1_genomic_operon_1,5654,4563,X-unknown,forward,1
1054,GCF_000834475.1_ASM83447v1_genomic_operon_1,4308,4093,X-unknown,forward,1
1055,GCF_000834475.1_ASM83447v1_genomic_operon_1,4103,2712,X-unknown,forward,1
1056,GCF_000834475.1_ASM83447v1_genomic_operon_1,1430,0,X-unknown,reverse,-1
1057,GCF_000834475.1_ASM83447v1_genomic_operon_2,17326,16979,X-unknown,reverse,-1
1058,GCF_000834475.1_ASM83447v1_genomic_operon_2,16925,16410,X-unknown,reverse,-1
1059,GCF_000834475.1_ASM83447v1_genomic_operon_2,16398,15223,X-unknown,reverse,-1
1060,GCF_000834475.1_ASM83447v1_genomic_operon_2,15089,14610,X-unknown,reverse,-1
1061,GCF_000834475.1_ASM83447v1_genomic_operon_2,14598,13159,X-unknown,reverse,-1
1062,GCF_000834475.1_ASM83447v1_genomic_operon_2,13162,12554,X-unknown,reverse,-1
1063,GCF_000834475.1_ASM83447v1_genomic_operon_2,12561,11653,X-unknown,reverse,-1
1064,GCF_000834475.1_ASM83447v1_genomic_operon_2,11650,11297,X-unknown,reverse,-1
1065,GCF_000834475.1_ASM83447v1_genomic_operon_2,11300,10665,X-unknown,reverse,-1
1066,GCF_000834475.1_ASM83447v1_genomic_operon_2,10436,9957,TssD,forward,1
1067,GCF_000834475.1_ASM83447v1_genomic_operon_2,9946,9281,ssp6,forward,1
1068,GCF_000834475.1_ASM83447v1_genomic_operon_2,9306,9091,X-unknown,forward,1
1069,GCF_000834475.1_ASM83447v1_genomic_operon_2,9087,8641,X-unknown,reverse,-1
1070,GCF_000834475.1_ASM83447v1_genomic_operon_2,8644,8177,X-unknown,reverse,-1
1071,GCF_000834475.1_ASM83447v1_genomic_operon_2,8078,7656,X-unknown,reverse,-1
1072,GCF_000834475.1_ASM83447v1_genomic_operon_2,7651,7256,X-unknown,reverse,-1
1073,GCF_000834475.1_ASM83447v1_genomic_operon_2,7269,6883,X-unknown,reverse,-1
1074,GCF_000834475.1_ASM83447v1_genomic_operon_2,6853,6650,X-unknown,reverse,-1
1075,GCF_000834475.1_ASM83447v1_genomic_operon_2,6650,6159,X-unknown,reverse,-1
1076,GCF_000834475.1_ASM83447v1_genomic_operon_2,5924,5271,X-unknown,reverse,-1
1077,GCF_000834475.1_ASM83447v1_genomic_operon_2,5264,4209,X-unknown,reverse,-1
1078,GCF_000834475.1_ASM83447v1_genomic_operon_2,4172,3357,X-unknown,reverse,-1
1079,GCF_000834475.1_ASM83447v1_genomic_operon_2,3186,1423,X-unknown,forward,1
1080,GCF_000834475.1_ASM83447v1_genomic_operon_2,1423,386,X-unknown,forward,1
1081,GCF_000834475.1_ASM83447v1_genomic_operon_2,278,0,X-unknown,forward,1
1082,GCF_000834515.1_ASM83451v1_genomic_operon_1,4,639,X-unknown,reverse,-1
1083,GCF_000834515.1_ASM83451v1_genomic_operon_1,815,1063,X-unknown,reverse,-1
1084,GCF_000834515.1_ASM83451v1_genomic_operon_1,1650,2495,X-unknown,forward,1
1085,GCF_000834515.1_ASM83451v1_genomic_operon_1,2598,2792,X-unknown,forward,1
1086,GCF_000834515.1_ASM83451v1_genomic_operon_1,2971,3948,X-unknown,reverse,-1
1087,GCF_000834515.1_ASM83451v1_genomic_operon_1,3945,4529,X-unknown,reverse,-1
1088,GCF_000834515.1_ASM83451v1_genomic_operon_1,4788,5660,X-unknown,reverse,-1
1089,GCF_000834515.1_ASM83451v1_genomic_operon_1,5983,7242,X-unknown,forward,1
1090,GCF_000834515.1_ASM83451v1_genomic_operon_1,7589,7765,X-unknown,forward,1
1091,GCF_000834515.1_ASM83451v1_genomic_operon_1,8195,8632,X-unknown,forward,1
1092,GCF_000834515.1_ASM83451v1_genomic_operon_1,8996,9631,X-unknown,reverse,-1
1093,GCF_000834515.1_ASM83451v1_genomic_operon_1,9999,10646,ssp6,forward,1
1094,GCF_000834515.1_ASM83451v1_genomic_operon_1,10643,10846,X-unknown,forward,1
1095,GCF_000834515.1_ASM83451v1_genomic_operon_1,10904,11089,X-unknown,reverse,-1
1096,GCF_000834515.1_ASM83451v1_genomic_operon_1,11123,11632,X-unknown,forward,1
1097,GCF_000834515.1_ASM83451v1_genomic_operon_1,11881,13440,X-unknown,reverse,-1
1098,GCF_000834515.1_ASM83451v1_genomic_operon_1,13867,14136,X-unknown,forward,1
1099,GCF_000834515.1_ASM83451v1_genomic_operon_1,14285,15028,X-unknown,reverse,-1
1100,GCF_000834515.1_ASM83451v1_genomic_operon_1,15043,15234,X-unknown,reverse,-1
1101,GCF_000834515.1_ASM83451v1_genomic_operon_1,15747,16271,X-unknown,forward,1
1102,GCF_000834515.1_ASM83451v1_genomic_operon_1,16471,16929,X-unknown,reverse,-1
1103,GCF_000834515.1_ASM83451v1_genomic_operon_1,17326,17967,ssp6,forward,1
1104,GCF_000834515.1_ASM83451v1_genomic_operon_1,17948,18166,X-unknown,forward,1
1105,GCF_000834515.1_ASM83451v1_genomic_operon_1,18548,18988,X-unknown,forward,1
1106,GCF_000834515.1_ASM83451v1_genomic_operon_1_operon_2,395,586,X-unknown,reverse,-1
1107,GCF_000834515.1_ASM83451v1_genomic_operon_1_operon_2,1099,1623,X-unknown,forward,1
1108,GCF_000834515.1_ASM83451v1_genomic_operon_1_operon_2,1823,2281,X-unknown,reverse,-1
1109,GCF_000834515.1_ASM83451v1_genomic_operon_1_operon_2,2678,3319,ssp6,forward,1
1110,GCF_000834515.1_ASM83451v1_genomic_operon_1_operon_2,3300,3518,X-unknown,forward,1
1111,GCF_000834515.1_ASM83451v1_genomic_operon_1_operon_2,3900,4340,X-unknown,forward,1
1112,GCF_000834515.1_ASM83451v1_genomic_operon_2,7591,7767,X-unknown,forward,1
1113,GCF_000834515.1_ASM83451v1_genomic_operon_2,8197,8634,X-unknown,forward,1
1114,GCF_000834515.1_ASM83451v1_genomic_operon_2,8998,9633,X-unknown,reverse,-1
1115,GCF_000834515.1_ASM83451v1_genomic_operon_2,10001,10648,ssp6,forward,1
1116,GCF_000834515.1_ASM83451v1_genomic_operon_2,10645,10848,X-unknown,forward,1
1117,GCF_000834515.1_ASM83451v1_genomic_operon_2,10906,11091,X-unknown,reverse,-1
1118,GCF_000834515.1_ASM83451v1_genomic_operon_2,11125,11634,X-unknown,forward,1
1119,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,262,438,X-unknown,forward,1
1120,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,868,1305,X-unknown,forward,1
1121,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,1669,2304,X-unknown,reverse,-1
1122,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,2672,3319,ssp6,forward,1
1123,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,3316,3519,X-unknown,forward,1
1124,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,3577,3762,X-unknown,reverse,-1
1125,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,3796,4305,X-unknown,forward,1
1126,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,4554,6113,X-unknown,reverse,-1
1127,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,6540,6809,X-unknown,forward,1
1128,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,6958,7701,X-unknown,reverse,-1
1129,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,7716,7907,X-unknown,reverse,-1
1130,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,8420,8944,X-unknown,forward,1
1131,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,9144,9602,X-unknown,reverse,-1
1132,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,9999,10640,ssp6,forward,1
1133,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,10621,10839,X-unknown,forward,1
1134,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,11221,11661,X-unknown,forward,1
1135,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,12496,13434,X-unknown,forward,1
1136,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,13701,14165,X-unknown,reverse,-1
1137,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,14588,16582,X-unknown,forward,1
1138,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,16618,17091,X-unknown,reverse,-1
1139,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,17088,18326,X-unknown,reverse,-1
1140,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,18608,19066,X-unknown,forward,1
1141,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,19060,19386,X-unknown,forward,1
1142,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,19421,19588,X-unknown,reverse,-1
1143,GCF_000834515.1_ASM83451v1_genomic_operon_2_operon_2,19690,19926,X-unknown,reverse,-1
1144,GCF_001047675.1_ASM104767v1_genomic_operon_1,16385,16119,PAAR_motif,reverse,-1
1145,GCF_001047675.1_ASM104767v1_genomic_operon_1,15743,15522,X-unknown,reverse,-1
1146,GCF_001047675.1_ASM104767v1_genomic_operon_1,15463,14810,X-unknown,reverse,-1
1147,GCF_001047675.1_ASM104767v1_genomic_operon_1,14813,13230,X-unknown,reverse,-1
1148,GCF_001047675.1_ASM104767v1_genomic_operon_1,13233,10705,TssI,reverse,-1
1149,GCF_001047675.1_ASM104767v1_genomic_operon_1,10171,9533,ssp6,reverse,-1
1150,GCF_001047675.1_ASM104767v1_genomic_operon_1,9527,6879,TssH,reverse,-1
1151,GCF_001047675.1_ASM104767v1_genomic_operon_1,6438,5947,TssD,reverse,-1
1152,GCF_001047675.1_ASM104767v1_genomic_operon_1,5943,4219,TssM,reverse,-1
1153,GCF_001047675.1_ASM104767v1_genomic_operon_1,4215,3562,TssL,reverse,-1
1154,GCF_001047675.1_ASM104767v1_genomic_operon_1,3565,2228,TssK,reverse,-1
1155,GCF_001047675.1_ASM104767v1_genomic_operon_1,2093,534,TssC,reverse,-1
1156,GCF_001047675.1_ASM104767v1_genomic_operon_1,500,0,TssB,reverse,-1
1157,GCF_001277175.1_ASM127717v1_genomic_operon_1,820,1365,X-unknown,forward,1
1158,GCF_001277175.1_ASM127717v1_genomic_operon_1,1490,1822,X-unknown,forward,1
1159,GCF_001277175.1_ASM127717v1_genomic_operon_1,1935,2639,X-unknown,forward,1
1160,GCF_001277175.1_ASM127717v1_genomic_operon_1,2632,3057,X-unknown,forward,1
1161,GCF_001277175.1_ASM127717v1_genomic_operon_1,3279,4001,X-unknown,reverse,-1
1162,GCF_001277175.1_ASM127717v1_genomic_operon_1,4001,5044,X-unknown,reverse,-1
1163,GCF_001277175.1_ASM127717v1_genomic_operon_1,5140,5820,X-unknown,reverse,-1
1164,GCF_001277175.1_ASM127717v1_genomic_operon_1,5820,6845,X-unknown,reverse,-1
1165,GCF_001277175.1_ASM127717v1_genomic_operon_1,6861,7463,X-unknown,reverse,-1
1166,GCF_001277175.1_ASM127717v1_genomic_operon_1,7556,8707,X-unknown,forward,1
1167,GCF_001277175.1_ASM127717v1_genomic_operon_1,8815,9354,X-unknown,forward,1
1168,GCF_001277175.1_ASM127717v1_genomic_operon_1,9351,9845,X-unknown,forward,1
1169,GCF_001277175.1_ASM127717v1_genomic_operon_1,10001,10636,ssp6,forward,1
1170,GCF_001277175.1_ASM127717v1_genomic_operon_1,11089,12771,X-unknown,reverse,-1
1171,GCF_001277175.1_ASM127717v1_genomic_operon_1,13172,13441,X-unknown,forward,1
1172,GCF_001277175.1_ASM127717v1_genomic_operon_1,13577,14299,X-unknown,forward,1
1173,GCF_001277175.1_ASM127717v1_genomic_operon_1,14379,15281,X-unknown,forward,1
1174,GCF_001277175.1_ASM127717v1_genomic_operon_1,15362,15841,X-unknown,forward,1
1175,GCF_001277175.1_ASM127717v1_genomic_operon_1,16200,17312,X-unknown,forward,1
1176,GCF_001277175.1_ASM127717v1_genomic_operon_1,17452,18585,X-unknown,forward,1
1177,GCF_001277175.1_ASM127717v1_genomic_operon_1,18596,19555,X-unknown,forward,1
1178,GCF_001277175.1_ASM127717v1_genomic_operon_1,19552,20397,X-unknown,forward,1
1179,GCF_001277235.1_ASM127723v1_genomic_operon_1,9242,8607,ssp6,reverse,-1
1180,GCF_001277235.1_ASM127723v1_genomic_operon_1,7973,7425,X-unknown,reverse,-1
1181,GCF_001277235.1_ASM127723v1_genomic_operon_1,7314,5614,X-unknown,reverse,-1
1182,GCF_001277235.1_ASM127723v1_genomic_operon_1,5611,5063,X-unknown,reverse,-1
1183,GCF_001277235.1_ASM127723v1_genomic_operon_1,5091,4366,X-unknown,reverse,-1
1184,GCF_001277235.1_ASM127723v1_genomic_operon_1,4376,3945,X-unknown,reverse,-1
1185,GCF_001277235.1_ASM127723v1_genomic_operon_1,3943,2096,X-unknown,reverse,-1
1186,GCF_001277235.1_ASM127723v1_genomic_operon_1,2087,1500,X-unknown,reverse,-1
1187,GCF_001277235.1_ASM127723v1_genomic_operon_1,1507,323,X-unknown,reverse,-1
