File,Strain name,Assembly,Locus,BioSample,BioProject,Source,Host,Strain,Location,Collection Date,Submission Date,Species,Short species,Assembly Method,Genome Representation, Genome Coverage,Sequencing Technology,Assembly Length,Number of contigs,Largest contig,Published,Journal,Authors,Title
GCF_000271325.1_ASM27132v1_genomic.gbff,ASM27132v1,GCF_000271325.1,NC_018065,SAMD00060988,PRJNA224116,None,None,StLB046,None,None,01-Apr-11,Solibacillus silvestris StLB046,Solibacillus silvestris,Method :: Celera Assembler v. 5.3,None,Coverage :: 41x,Technology :: Roche 454,3984229,2,3969327,Yes,J. Biosci. Bioeng. 113 (1); 20-25 (2012),Morohoshi;T.; Tominaga;Y.; Someya;N. and Ikeda;T.,Complete genome sequence and characterization of the N-acylhomoserine lactone-degrading gene of the potato leaf-associated Solibacillus silvestris
GCF_000196335.1_ASM19633v1_genomic.gbff,ASM19633v1,GCF_000196335.1,NC_006958,SAMEA3138338,PRJNA224116,None,None,DSM 20300 = ATCC 13032,None,None,21-Jan-04,Corynebacterium glutamicum ATCC 13032,Corynebacterium glutamicum,None,None,None,None,3282708,1,3282708,Yes,J. Biotechnol. 104 (1-3); 5-25 (2003),Kalinowski;J.; Bathe;B.; Bartels;D.; Bischoff;N.; Bott;M.; Burkovski;A.; Dusch;N.; Eggeling;L.; Eikmanns;B.J.; Gaigalat;L.; Goesmann;A.; Hartmann;M.; Huthmacher;K.; Kramer;R.; Linke;B.; McHardy;A.C.; Meyer;F.; Mockel;B.; Pfefferle;W.; Puhler;A.; Rey;D.A.; Ruckert;C.; Rupp;O.; Sahm;H.; Wendisch;V.F.; Wiegrabe;I.,The complete Corynebacterium glutamicum ATCC 13032 genome sequence and its impact on the production of L-aspartate-derived amino acids and vitamins
GCF_000070605.1_ASM7060v1_genomic.gbff,ASM7060v1,GCF_000070605.1,NC_010688,SAMEA3138285,PRJNA224116,mud from the bottom of the river Rhine,None,B100,Germany:Rhine River,None,03-Dec-07,Xanthomonas campestris pv. campestris,Xanthomonas campestris,Method :: PHRAP v. 2006,None,None,Technology :: Sanger dideoxy sequencing,5079002,1,5079002,Yes,J. Biotechnol. 134 (1-2); 33-45 (2008),Vorholter;F.J.; Schneiker;S.; Goesmann;A.; Krause;L.; Bekel;T.; Kaiser;O.; Linke;B.; Patschkowski;T.; Ruckert;C.; Schmid;J.; Sidhu;V.K.; Sieber;V.; Tauch;A.; Watt;S.A.; Weisshaar;B.; Becker;A.; Niehaus;K. and Puhler;A.,The genome of Xanthomonas campestris pv. campestris B100 and its use for the reconstruction of metabolic pathways involved in xanthan biosynthesis
GCF_000069945.1_ASM6994v1_genomic.gbff,ASM6994v1,GCF_000069945.1,NC_010545,SAMEA3138282,PRJNA224116,None,None,DSM 7109,None,None,18-Feb-08,Corynebacterium urealyticum DSM 7109,Corynebacterium urealyticum,None,None,None,None,2369219,1,2369219,Yes,J. Biotechnol. 136 (1-2); 11-21 (2008),Tauch;A.; Trost;E.; Tilker;A.; Ludewig;U.; Schneiker;S.; Goesmann;A.; Arnold;W.; Bekel;T.; Brinkrolf;K.; Brune;I.; Gotker;S.; Kalinowski;J.; Kamp;P.B.; Lobo;F.P.; Viehoever;P.; Weisshaar;B.; Soriano;F.; Droge;M. and Puhler;A.,The lifestyle of Corynebacterium urealyticum derived from its complete genome sequence established by pyrosequencing
GCF_000023145.1_ASM2314v1_genomic.gbff,ASM2314v1,GCF_000023145.1,NC_012704,SAMN02603033,PRJNA224116,None,None,DSM 44385,None,None,13-May-09,Corynebacterium kroppenstedtii DSM 44385,Corynebacterium kroppenstedtii,None,None,None,None,2446804,1,2446804,Yes,J. Biotechnol. 136 (1-2); 22-30 (2008),Tauch;A.; Schneider;J.; Szczepanowski;R.; Tilker;A.; Viehoever;P.; Gartemann;K.H.; Arnold;W.; Blom;J.; Brinkrolf;K.; Brune;I.; Gotker;S.; Weisshaar;B.; Goesmann;A.; Droge;M. and Puhler;A.,Ultrafast pyrosequencing of Corynebacterium kroppenstedtii DSM44385 revealed insights into the physiology of a lipophilic corynebacterium that lacks mycolic acids
GCF_000218265.1_ASM21826v1_genomic.gbff,ASM21826v1,GCF_000218265.1,NC_017325,SAMN02603056,PRJNA224116,None,None,SM11,None,None,20-Nov-09,Sinorhizobium meliloti SM11,Sinorhizobium meliloti,None,None,None,None,7173736,3,3908022,Yes,J. Biotechnol. 155 (1); 20-33 (2011),Schneiker-Bekel;S.; Wibberg;D.; Bekel;T.; Blom;J.; Linke;B.; Neuweger;H.; Stiens;M.; Vorholter;F.J.; Weidner;S.; Goesmann;A.; Puhler;A. and Schluter;A.,The complete genome sequence of the dominant Sinorhizobium meliloti field isolate SM11 extends the S. meliloti pan-genome
GCF_000192635.1_ASM19263v1_genomic.gbff,ASM19263v1,GCF_000192635.1,NC_015508,SAMN02603055,PRJNA224116,None,None,H13-3,None,None,01-Oct-10,Agrobacterium sp. H13-3,Agrobacterium sp.,None,None,None,None,5573770,3,2823930,Yes,J. Biotechnol. 155 (1); 50-62 (2011),Wibberg;D.; Blom;J.; Jaenicke;S.; Kollin;F.; Rupp;O.; Scharf;B.; Schneiker-Bekel;S.; Sczcepanowski;R.; Goesmann;A.; Setubal;J.C.; Schmitt;R.; Puhler;A. and Schluter;A.,Complete genome sequencing of Agrobacterium sp. H13-3; the former Rhizobium lupini H13-3; reveals a tripartite genome consisting of a circular and a linear chromosome and an accessory plasmid but lacking a tumor-inducing Ti-plasmid
GCF_000298115.2_ASM29811v2_genomic.gbff,ASM29811v2,GCF_000298115.2,NC_018610,SAMN02603054,PRJNA224116,stable grass silage,None,CD034,Austria,None,31-Aug-11,Lactobacillus buchneri CD034,Lactobacillus buchneri,None,None,None,None,2563168,4,2500564,Yes,J. Biotechnol. 161 (2); 153-166 (2012),Heinl;S.; Wibberg;D.; Eikmeyer;F.; Szczepanowski;R.; Blom;J.; Linke;B.; Goesmann;A.; Grabherr;R.; Schwab;H.; Puhler;A. and Schluter;A.,Insights into the completely annotated genome of Lactobacillus buchneri CD034; a strain isolated from stable grass silage
GCF_000344745.1_ASM34474v1_genomic.gbff,ASM34474v1,GCF_000344745.1,NC_020507,SAMN02603273,PRJNA224116,None,None,6051-HGW,None,None,14-Feb-12,Bacillus subtilis subsp. subtilis 6051-HGW,Bacillus subtilis,Method :: Newbler v. 2.6,None,None,Technology :: Sanger dideoxy sequencing; 454,4215610,1,4215610,Yes,J. Biotechnol. 163 (2); 97-104 (2013),Kabisch;J.; Thurmer;A.; Hubel;T.; Popper;L.; Daniel;R. and Schweder;T.,Characterization and optimization of Bacillus subtilis ATCC 6051 as an expression host
GCF_000262385.1_ASM26238v1_genomic.gbff,ASM26238v1,GCF_000262385.1,NC_017912,SAMN02603232,PRJNA224116,wheat rhizosphere,None,Y2,None,None,17-Feb-12,Bacillus amyloliquefaciens Y2,Bacillus amyloliquefaciens,Method :: SOAPdenovo v. 1.04,None,None,Technology :: Illumina,4238624,1,4238624,Yes,J. Biotechnol. 164 (2); 281-291 (2012),He;P.; Hao;K.; Blom;J.; Ruckert;C.; Vater;J.; Mao;Z.; Wu;Y.; Hou;M.; He;P.; He;Y. and Borriss;R.,Genome sequence of the plant growth promoting strain Bacillus amyloliquefaciens subsp. plantarum B9601-Y2 and expression of mersacidin and other secondary metabolites
GCF_000263755.4_ASM26375v2_genomic.gbff,ASM26375v2,GCF_000263755.4,NC_017945,SAMN02603745,PRJNA224116,ulcerative lymphangitis,horse,258,Belgium,None,15-Jan-15,Corynebacterium pseudotuberculosis 258,Corynebacterium pseudotuberculosis,None,None,None,None,2369817,1,2369817,Yes,J. Biotechnol. 167 (2); 135-141 (2013),Soares;S.C.; Trost;E.; Ramos;R.T.; Carneiro;A.R.; Santos;A.R.; Pinto;A.C.; Barbosa;E.; Aburjaile;F.; Ali;A.; Diniz;C.A.; Hassan;S.S.; Fiaux;K.; Guimaraes;L.C.; Bakhtiar;S.M.; Pereira;U.; Almeida;S.S.; Abreu;V.A.; Rocha;F.S.; Dorella;F.A.; Miyoshi;A.; Silva;A.; Azevedo;V. and Tauch;A.,Genome sequence of Corynebacterium pseudotuberculosis biovar equi strain 258 and prediction of antigenic targets to improve biotechnological vaccine production
GCF_000444875.1_ASM44487v1_genomic.gbff,ASM44487v1,GCF_000444875.1,NC_021985,SAMN02603029,PRJNA224116,None,None,Tu 365,None,None,19-Aug-15,Streptomyces collinus Tu 365,Streptomyces collinus,Method :: Newbler v. 2.0.00.22,None,Coverage :: 61.35,Technology :: 454,8377286,3,8272925,Yes,J. Biotechnol. 168 (4); 739-740 (2013),Ruckert;C.; Szczepanowski;R.; Albersmeier;A.; Goesmann;A.; Iftime;D.; Musiol;E.M.; Blin;K.; Wohlleben;W.; Puhler;A.; Kalinowski;J. and Weber;T.,Complete genome sequence of the kirromycin producer Streptomyces collinus Tu 365 consisting of a linear chromosome and two linear plasmids
GCF_000494755.1_ASM49475v1_genomic.gbff,ASM49475v1,GCF_000494755.1,NC_022657,SAMN02603031,PRJNA224116,None,None,DSM 7358,None,None,21-Jun-13,Actinoplanes friuliensis DSM 7358,Actinoplanes friuliensis,Method :: Newbler v. 2.0.00.22,None,Coverage :: 48.19,Technology :: 454,9376071,1,9376071,Yes,J. Biotechnol. 178; 41-42 (2014),Ruckert;C.; Szczepanowski;R.; Albersmeier;A.; Goesmann;A.; Fischer;N.; Steinkamper;A.; Puhler;A.; Biener;R.; Schwartz;D. and Kalinowski;J.,Complete genome sequence of the actinobacterium Actinoplanes friuliensis HAG 010964; producer of the lipopeptide antibiotic friulimycin
GCF_000714595.1_ASM71459v1_genomic.gbff,ASM71459v1,GCF_000714595.1,NZ_CP007799,SAMN02794012,PRJNA224116,None,Homo sapiens,Nissle 1917,None,None,14-May-14,Escherichia coli Nissle 1917,Escherichia coli,Method :: Celera Assembler v. Dec. 2013,None,Coverage :: 115116x,Technology :: Illumina; Pacific Biosciences,5441200,1,5441200,Yes,J. Biotechnol. 187; 106-107 (2014),Reister;M.; Hoffmeier;K.; Krezdorn;N.; Rotter;B.; Liang;C.; Rund;S.; Dandekar;T.; Sonnenborn;U. and Oelschlaeger;T.A.,Complete genome sequence of the gram-negative probiotic Escherichia coli strain Nissle 1917
GCF_000732925.1_ASM73292v1_genomic.gbff,ASM73292v1,GCF_000732925.1,NZ_CP008953,SAMN02836828,PRJNA224116,soil,None,MG417-CF17,Japan,None,17-Jul-14,Amycolatopsis japonica,Amycolatopsis japonica,Method :: Newbler v. 2.5.3,None,Coverage :: 23.56x,Technology :: 454,9053857,2,8961318,Yes,J. Biotechnol. 189; 46-47 (2014),Stegmann;E.; Albersmeier;A.; Spohn;M.; Gert;H.; Weber;T.; Wohlleben;W.; Kalinowski;J. and Ruckert;C.,Complete genome sequence of the actinobacterium Amycolatopsis japonica MG417-CF17(T) (=DSM 44213T) producing (S;S)-N;N'-ethylenediaminedisuccinic acid
GCF_000498975.2_ASM49897v2_genomic.gbff,ASM49897v2,GCF_000498975.2,NZ_CP009365,SAMN02470220,PRJNA224116,None,None,SJ10,None,None,04-Sep-14,Pseudomonas soli,Pseudomonas soli,Method :: RS HGAP Assembly Protocol v. 2 in SMRT,None,Coverage :: 104.96,Technology :: Pacific Biosciences,6247860,1,6247860,Yes,J. Biotechnol. 192 Pt A; 263-264 (2014),Park;G.S.; Chu;J.H.; Hong;S.J.; Kwak;Y.; Khan;A.R.; Jung;B.K.; Ullah;I. and Shin;J.H.,Complete genome sequence of the caprolactam-degrading bacterium Pseudomonas mosselii SJ10 isolated from wastewater of a nylon 6 production plant
GCF_000761155.1_ASM76115v1_genomic.gbff,ASM76115v1,GCF_000761155.1,NZ_CP009533,SAMN03077633,PRJNA224116,Rhizospheric soil of grasses,None,DSM 16299,Spain,2003,25-Sep-14,Pseudomonas rhizosphaerae,Pseudomonas rhizosphaerae,Method :: RS HGAP Assembly Protocol v.3.3 in SMRT,None,None,Technology :: PacBio,4688635,1,4688635,Yes,J. Biotechnol. 193; 137-138 (2015),Kwak;Y.; Jung;B.K. and Shin;J.H.,Complete genome sequence of Pseudomonas rhizosphaerae IH5T (=DSM 16299T); a phosphate-solubilizing rhizobacterium for bacterial biofertilizer
GCF_003073255.1_ASM307325v1_genomic.gbff,ASM307325v1,GCF_003073255.1,NZ_CP025079,SAMN08043192,PRJNA224116,Commercial product Serenade (Bayer),None,QST713,France,01-Oct-15,30-Nov-17,Bacillus velezensis,Bacillus velezensis,Method :: SPAdes v. 3.9,Representation :: Full,Coverage :: 100.0x,Technology :: Illumina HiSeq,4233757,1,4233757,Yes,J. Biotechnol. (2018) In press,Pandin;C.; Le Coq;D.; Deschamps;J.; Vedie;R.; Rousseau;T.; Aymerich;S. and Briandet;R.,Complete genome sequence of Bacillus velezensis QST713: a biocontrol agent that protects Agaricus bisporus crops against the green mould disease
GCF_000961095.1_ASM96109v1_genomic.gbff,ASM96109v1,GCF_000961095.1,NZ_CP011058,SAMN03396708,PRJNA224116,Jujube rhizosphere soil,None,DSM 24997,China:Beijing,2012,10-Mar-15,Paenibacillus beijingensis,Paenibacillus beijingensis,Method :: RS HGAP Assembly Protocol v.3.0 in SMRT,None,None,Technology :: PacBio,5749967,1,5749967,Yes,J. Biotechnol. 206; 75-76 (2015),Kwak;Y. and Shin;J.H.,Complete genome sequence of Paenibacillus beijingensis 7188(T) (=DSM 24997(T)); a novel rhizobacterium from jujube garden soil
GCF_000828015.1_ASM82801v1_genomic.gbff,ASM82801v1,GCF_000828015.1,NZ_CP010451,SAMN03273898,PRJNA224116,None,None,B253,China,None,07-Jan-15,Corynebacterium glutamicum,Corynebacterium glutamicum,Method :: Celera Assembler v. June-2014,None,Coverage :: 1052,Technology :: Illumina; Pacific Biosciences,3229314,2,3207539,Yes,J. Biotechnol. 207; 10-11 (2015),Wu;Y.; Li;P.; Zheng;P.; Zhou;W.; Chen;N. and Sun;J.,Complete genome sequence of Corynebacterium glutamicum B253; a Chinese lysine-producing strain
GCF_001028665.1_ASM102866v1_genomic.gbff,ASM102866v1,GCF_001028665.1,NZ_CP011503,SAMN03651233,PRJNA224116,Soil,None,DSM 10685,Japan,1965,11-May-15,Burkholderia pyrrocinia,Burkholderia pyrrocinia,Method :: RS HGAP Assembly Protocol v. 2.0 in SMRT,None,Coverage :: 123.24x,Technology :: PacBio,7961346,4,3584103,Yes,J. Biotechnol. 211; 3-4 (2015),Kwak;Y. and Shin;J.H.,Complete genome sequence of Burkholderia pyrrocinia 2327(T); the first industrial bacterium which produced antifungal antibiotic pyrrolnitrin
GCF_000968375.1_ASM96837v1_genomic.gbff,ASM96837v1,GCF_000968375.1,NZ_CP009933,SAMN02721231,PRJNA224116,None,None,ATCC 25775,None,1948,20-Nov-14,Clostridium scatologenes,Clostridium scatologenes,Method :: Newbler v. 2.7,None,Coverage :: 21,Technology :: 454,5749410,1,5749410,Yes,J. Biotechnol. 212; 19-20 (2015),Zhu;Z.; Guo;T.; Zheng;H.; Song;T.; Ouyang;P. and Xie;J.,Complete genome sequence of a malodorant-producing acetogen; Clostridium scatologenes ATCC 25775(T)
GCF_001010285.1_ASM101028v1_genomic.gbff,ASM101028v1,GCF_001010285.1,NZ_CP011104,SAMN03433286,PRJNA224116,entomopathogenic nematodes,Heterorhabditis bacteriophora,DSM 15199,Turkey,2004,20-Mar-15,Photorhabdus temperata subsp. thracensis,Photorhabdus temperata,Method :: RS HGAP Assembly Protocol v. 3.0 in SMRT,None,Coverage :: 181.96x,Technology :: PacBio,5147098,1,5147098,Yes,J. Biotechnol. 214; 115-116 (2015),Kwak;Y. and Shin;J.H.,Complete genome sequence of Photorhabdus temperata subsp. thracensis 39-8 T; an entomopathogenic bacterium for the improved commercial bioinsecticide
GCF_001281315.1_ASM128131v1_genomic.gbff,ASM128131v1,GCF_001281315.1,NZ_CP012479,SAMN04000040,PRJNA224116,stream water,None,ERGS1:01,India:East Rathong Glacier: Sikkim,15-May-14,21-Aug-15,Arthrobacter sp. ERGS1:01,Arthrobacter sp.,Method :: HGAP v. 3,None,Coverage :: 59X,Technology :: PacBio,4936686,3,4030317,Yes,J. Biotechnol. 214; 139-140 (2015),Kumar;R.; Singh;D.; Swarnkar;M.K.; Singh;A.K. and Kumar;S.,Complete genome sequence of Arthrobacter sp. ERGS1:01; a putative novel bacterium with prospective cold active industrial enzymes; isolated from East Rathong glacier in India
GCF_001548375.1_ASM154837v1_genomic.gbff,ASM154837v1,GCF_001548375.1,NZ_AP017295,SAMD00042755,PRJNA224116,soil,None,NIES-3756,Japan:Chiba: Narashino: Mimomi Park,01/11/2013,16-Nov-15,Nostoc sp. NIES-3756,Nostoc sp.,Method :: GS De Novo Assembler v. 2.9,None,Coverage :: 60x,Technology :: illumina,6987571,3,6463965,Yes,J. Biotechnol. 218; 51-52 (2016),Hirose;Y.; Fujisawa;T.; Ohtsubo;Y.; Katayama;M.; Misawa;N.; Wakazuki;S.; Shimura;Y.; Nakamura;Y.; Kawachi;M.; Yoshikawa;H.; Eki;T. and Kanesaki;Y.,Complete genome sequence of cyanobacterium Nostoc sp. NIES-3756; a potentially useful strain for phytochrome-based bioengineering
GCF_001548455.1_ASM154845v1_genomic.gbff,ASM154845v1,GCF_001548455.1,NZ_AP017305,SAMD00042785,PRJNA224116,None,None,NIES-3754,None,None,04-Dec-15,Fischerella sp. NIES-3754,Fischerella sp.,Method :: GS De Novo Assembler v. 2.9,None,Coverage :: x110,Technology :: illumina,5826863,3,5821603,Yes,J. Biotechnol. 220; 45-46 (2016),Hirose;Y.; Fujisawa;T.; Ohtsubo;Y.; Katayama;M.; Misawa;N.; Wakazuki;S.; Shimura;Y.; Nakamura;Y.; Kawachi;M.; Yoshikawa;H.; Eki;T. and Kanesaki;Y.,Complete genome sequence of cyanobacterium Fischerella sp. NIES-3754; providing thermoresistant optogenetic tools
GCF_001580405.1_ASM158040v1_genomic.gbff,ASM158040v1,GCF_001580405.1,NZ_CP011022,SAMN03396774,PRJNA224116,soil,None,NRRL B-3805,None,1971,06-Mar-15,Mycobacterium sp. NRRL B-3805,Mycobacterium sp.,Method :: segemehl v. 0.1.7-411,None,Coverage :: 269x,Technology :: Ion Torrent; Sanger,5421338,1,5421338,Yes,J. Biotechnol. 224; 64-65 (2016),Rodriguez-Garcia;A.; Fernandez-Alegre;E.; Morales;A.; Sola-Landa;A.; Lorraine;J.; Macdonald;S.; Dovbnya;D.; Smith;M.C.; Donova;M. and Barreiro;C.,Complete genome sequence of 'Mycobacterium neoaurum' NRRL B-3805; an androstenedione (AD) producer for industrial biotransformation of sterols
GCF_000506785.4_ASM50678v4_genomic.gbff,ASM50678v4,GCF_000506785.4,NZ_CP011966,SAMN02427303,PRJNA224116,None,None,NRRL B-598,Czech Republic,2013,15-Oct-18,Clostridium beijerinckii NRRL B-598,Clostridium beijerinckii,Method :: GS De Novo Assembler v. 2.9; SMRT Analysis,None,Coverage :: 100x,Technology :: 454; PacBio,6186993,1,6186993,Yes,J. Biotechnol. 244; 1-3 (2017),Sedlar;K.; Kolek;J.; Provaznik;I. and Patakova;P.,Reclassification of non-type strain Clostridium pasteurianum NRRL B-598 as Clostridium beijerinckii NRRL B-598
GCF_001983975.1_ASM198397v1_genomic.gbff,ASM198397v1,GCF_001983975.1,NZ_CP019458,SAMN06209296,PRJNA224116,soil sample,None,CGMCC0516,China:Yunnan,01/01/1998,23-Jan-17,Streptomyces autolyticus,Streptomyces autolyticus,Method :: SMRT Analysis v. 2.3.0,None,Coverage :: 279x,Technology :: Illumina; PacBio,10184660,8,10029028,Yes,J. Biotechnol. 252; 27-31 (2017),Yin;M.; Jiang;M.; Ren;Z.; Dong;Y. and Lu;T.,The complete genome sequence of Streptomyces autolyticus CGMCC 0516; the producer of geldanamycin; autolytimycin; reblastatin and elaiophylin
GCF_002869785.1_ASM286978v1_genomic.gbff,ASM286978v1,GCF_002869785.1,NZ_CP019066,SAMN04157994,PRJNA224116,oil-polluted soil,None,MH1,Romania: Pitesti,2004-04,06-Jan-17,Tsukamurella tyrosinosolvens,Tsukamurella tyrosinosolvens,Method :: RS HGAP Assembly 3in SMRT; Pacific,Representation :: Full,Coverage :: 219.0x,Technology :: PacBio,4922396,1,4922396,Yes,J. Biotechnol. 268; 1-5 (2018),Chiciudean;I.; Nie;Y.; Tanase;A.M.; Stoica;I. and Wu;X.L.,Complete genome sequence of Tsukamurella sp. MH1: A wide-chain length alkane-degrading actinomycete
GCF_004011755.1_ASM401175v1_genomic.gbff,ASM401175v1,GCF_004011755.1,NZ_CP022411,SAMN07173783,PRJNA224116,soil,None,RU47,United Kingdom,2007,12-Jul-17,Pseudomonas sp. RU47,Pseudomonas sp.,Method :: Newbler v. 2.7,Representation :: Full,Coverage :: 10.84x,Technology :: 454,6663463,1,6663463,Yes,J. Biotechnol. 281; 183-192 (2018),Kuzmanovic;N.; Eltlbany;N.; Ding;G.; Baklawa;M.; Min;L.; Wei;L. and Smalla;K.,Analysis of the genome sequence of plant beneficial strain Pseudomonas sp. RU47
GCF_002234455.1_ASM223445v1_genomic.gbff,ASM223445v1,GCF_002234455.1,NZ_CP022470,SAMN07304762,PRJNA224116,None,Homo sapiens,RM1246-ERRC,USA: Berkeley California,None,19-Jul-17,Campylobacter jejuni,Campylobacter jejuni,Method :: Celera Assembler v. 2014-05-21,Representation :: Full,Coverage :: 20.0x,Technology :: PacBio,1704891,2,1659694,Yes,J. Clin. Microbiol. 43 (6); 2771-2781 (2005),Parker;C.T.; Horn;S.T.; Gilbert;M.; Miller;W.G.; Woodward;D.L. and Mandrell;R.E.,Comparison of Campylobacter jejuni lipooligosaccharide biosynthesis loci from a variety of sources
GCF_000192105.1_ASM19210v1_genomic.gbff,ASM19210v1,GCF_000192105.1,NC_015224,SAMN02603637,PRJNA224116,None,None,105.5R(r),None,None,30-Sep-10,Yersinia enterocolitica subsp. palearctica 105.5R(r),Yersinia enterocolitica,None,None,None,None,4621811,2,4552107,Yes,J. Clin. Microbiol. 49 (4); 1251-1259 (2011),Wang;X.; Li;Y.; Jing;H.; Ren;Y.; Zhou;Z.; Wang;S.; Kan;B.; Xu;J. and Wang;L.,Complete genome sequence of a Yersinia enterocolitica 'Old World' (3/O:9) strain and comparison with the 'New World' (1B/O:8) strain
GCF_001686885.1_ASM168688v1_genomic.gbff,ASM168688v1,GCF_001686885.1,NZ_CP014568,SAMN04505906,PRJNA224116,mucus,Bovine,01/165,Argentina,2001,25-Feb-16,Campylobacter fetus subsp. venerealis,Campylobacter fetus,Method :: HGAP2.0 v. 2.1.1,Representation :: Full,Coverage :: 290.0x,Technology :: PacBio and 454,1930368,3,1858186,Yes,J. Clin. Microbiol. 52 (12); 4183-4188 (2014),van der Graaf-van Bloois;L.; Miller;W.G.; Yee;E.; Rijnsburger;M.; Wagenaar;J.A. and Duim;B.,Inconsistency of phenotypic and genomic characteristics of Campylobacter fetus subspecies requires reevaluation of current diagnostics
GCF_000759485.1_ASM75948v1_genomic.gbff,ASM75948v1,GCF_000759485.1,NZ_CP008808,SAMN02870597,PRJNA224116,Bovine,None,04/554,None,None,20-Jul-16,Campylobacter fetus subsp. fetus 04/554,Campylobacter fetus,Method :: Newbler v. 2.6,None,Coverage :: 334x,Technology :: Sanger dideoxy sequencing; 454; Illumina;,1826626,2,1800764,Yes,J. Clin. Microbiol. 52 (12); 4183-4188 (2014),van der Graaf-van Bloois;L.; Miller;W.G.; Yee;E.; Rijnsburger;M.; Wagenaar;J.A. and Duim;B.,Inconsistency of phenotypic and genomic characteristics of Campylobacter fetus subspecies requires reevaluation of current diagnostics
GCF_000759515.1_ASM75951v1_genomic.gbff,ASM75951v1,GCF_000759515.1,NZ_CP008810,SAMN02870596,PRJNA224116,Bovine,None,97/608,Argentina,None,20-Jul-16,Campylobacter fetus subsp. venerealis 97/608,Campylobacter fetus,Method :: Newbler v. 2.6,None,Coverage :: 325x,Technology :: Sanger dideoxy sequencing; 454; Illumina;,2000424,3,1935028,Yes,J. Clin. Microbiol. 52 (12); 4183-4188 (2014),van der Graaf-van Bloois;L.; Miller;W.G.; Yee;E.; Rijnsburger;M.; Wagenaar;J.A. and Duim;B.,Inconsistency of phenotypic and genomic characteristics of Campylobacter fetus subspecies requires reevaluation of current diagnostics
GCF_001687125.1_ASM168712v1_genomic.gbff,ASM168712v1,GCF_001687125.1,NZ_CP016380,SAMN03294822,PRJNA224116,Perirectal swab,Homo sapiens,AHNIH1,USA,2013,07-Jul-16,Aeromonas hydrophila,Aeromonas hydrophila,None,None,None,None,5049466,2,4906118,Yes,J. Clin. Microbiol. 54 (4); 1167-1170 (2016),Hughes;H.Y.; Conlan;S.P.; Lau;A.F.; Dekker;J.P.; Michelin;A.V.; Youn;J.H.; Henderson;D.K.; Frank;K.M.; Segre;J.A. and Palmore;T.N.,Detection and Whole-Genome Sequencing of Carbapenemase-Producing Aeromonas hydrophila Isolates from Routine Perirectal Surveillance Culture
GCF_001634325.1_ASM163432v1_genomic.gbff,ASM163432v1,GCF_001634325.1,NZ_CP014774,SAMN03455926,PRJNA224116,None,None,AVNIH1,USA,2013,16-Mar-16,Aeromonas veronii,Aeromonas veronii,Method :: SMRT Portal v. 2.3,None,Coverage :: 150x,Technology :: PacBio RSII,4955058,2,4756751,Yes,J. Clin. Microbiol. 54 (4); 1167-1170 (2016),Hughes;H.Y.; Conlan;S.P.; Lau;A.F.; Dekker;J.P.; Michelin;A.V.; Youn;J.H.; Henderson;D.K.; Frank;K.M.; Segre;J.A. and Palmore;T.N.,Detection and Whole-Genome Sequencing of Carbapenemase-Producing Aeromonas hydrophila Isolates from Routine Perirectal Surveillance Culture
GCF_000260715.1_ASM26071v1_genomic.gbff,ASM26071v1,GCF_000260715.1,NC_017834,SAMN02603717,PRJNA224116,None,None,ATCC 25527,None,None,02-Mar-11,Bifidobacterium animalis subsp. animalis ATCC 25527,Bifidobacterium animalis,None,None,None,None,1932693,1,1932693,Yes,J. Dairy Sci. 94 (12); 5864-5870 (2011),Loquasto;J.R.; Barrangou;R.; Dudley;E.G. and Roberts;R.F.,Short communication: the complete genome sequence of Bifidobacterium animalis subspecies animalis ATCC 25527(T) and comparative analysis of growth in milk with B. animalis subspecies lactis DSM 10140(T)
GCF_000392485.3_ASM39248v2_genomic.gbff,ASM39248v2,GCF_000392485.3,NC_021224,SAMN02603936,PRJNA224116,None,None,plantarum,None,None,14-Jan-15,Lactobacillus plantarum subsp. plantarum P-8,Lactobacillus plantarum,Method :: Pacific Biosciences SMRT Portal v. unknown,None,Coverage :: 224x,Technology :: SMRT,3246630,8,3035719,Yes,J. Dairy Sci. 98 (5); 3020-3024 (2015),Zhang;W.; Sun;Z.; Menghe;B. and Zhang;H.,Short communication: Single molecule; real-time sequencing technology revealed species- and strain-specific methylation patterns of 2 Lactobacillus strains
GCF_000019245.4_ASM1924v3_genomic.gbff,ASM1924v3,GCF_000019245.4,NC_014334,SAMN02603933,PRJNA224116,koumiss (fermented mare's milk),None,Zhang,China: Inner Mongolia,None,03-Feb-15,Lactobacillus paracasei,Lactobacillus paracasei,Method :: Pacific Biosciences SMRT Portal v. unknown,None,Coverage :: 148x,Technology :: SMRT,2898456,2,2861969,Yes,J. Dairy Sci. 98 (5); 3020-3024 (2015),Zhang;W.; Sun;Z.; Menghe;B. and Zhang;H.,Short communication: Single molecule; real-time sequencing technology revealed species- and strain-specific methylation patterns of 2 Lactobacillus strains
